id,breed
12363,saluki
4346,italian greyhound
15125,boxer
19474,tibetan mastiff
21672,dhole
7707,norwich terrier
7352,leonberg
9723,scotch terrier
9540,scottish deerhound
5019,sussex spaniel
7486,chihuahua
22915,kuvasz
20883,siberian husky
14649,lakeland terrier
10032,rottweiler
14344,clumber
5750,redbone
6239,doberman
14854,boxer
18987,golden retriever
5731,redbone
16527,miniature poodle
16001,greater swiss mountain dog
22047,ibizan hound
7737,norwich terrier
9190,blenheim spaniel
8902,walker hound
16924,airedale
14422,old english sheepdog
19681,english foxhound
18380,german shepherd
19058,golden retriever
8197,yorkshire terrier
10504,pug
12905,eskimo dog
14343,clumber
688,west highland white terrier
21033,bloodhound
577,flat-coated retriever
2902,irish terrier
19901,norfolk terrier
19273,border collie
2242,papillon
15171,boxer
20684,kerry blue terrier
19307,border collie
8581,keeshond
16392,miniature poodle
12562,whippet
16370,miniature poodle
23149,schipperke
5525,toy terrier
12996,eskimo dog
1154,bluetick
7708,norwich terrier
19911,norfolk terrier
7418,chihuahua
6457,basenji
18861,brabancon griffon
10187,norwegian elkhound
16649,pomeranian
23345,pembroke
12016,cairn
4964,sussex spaniel
7414,chihuahua
15117,boxer
1389,basset
8298,yorkshire terrier
7488,chihuahua
23038,schipperke
7216,appenzeller
16991,wire-haired fox terrier
10071,rottweiler
3518,bernese mountain dog
20367,australian terrier
16667,pomeranian
12178,shih-tzu
3188,soft-coated wheaten terrier
19295,border collie
13037,eskimo dog
19300,border collie
17943,welsh springer spaniel
11717,irish wolfhound
12738,border terrier
2095,tibetan terrier
17582,irish water spaniel
11822,irish wolfhound
23376,pembroke
15642,african hunting dog
10487,french bulldog
4091,lhasa
11114,standard schnauzer
21641,dhole
8894,walker hound
4142,lhasa
8199,yorkshire terrier
22225,affenpinscher
23126,schipperke
1117,kelpie
20482,maltese dog
11640,pekinese
2866,boston bull
20983,siberian husky
15539,great pyrenees
15319,collie
13676,english setter
5338,groenendael
9764,scotch terrier
22008,brittany spaniel
7049,appenzeller
3649,bernese mountain dog
19816,english foxhound
18442,german shepherd
17106,wire-haired fox terrier
13327,samoyed
6823,beagle
12470,whippet
6908,weimaraner
3699,miniature pinscher
4700,entlebucher
11957,cairn
20915,siberian husky
5792,redbone
2785,boston bull
8225,yorkshire terrier
17528,irish water spaniel
12031,cairn
23396,afghan hound
8525,bedlington terrier
11348,malamute
23295,pembroke
2255,papillon
2240,papillon
17019,wire-haired fox terrier
15049,boxer
4726,entlebucher
8162,giant schnauzer
11359,malamute
12044,cairn
9208,blenheim spaniel
14781,lakeland terrier
5760,redbone
9228,blenheim spaniel
17531,irish water spaniel
2857,boston bull
5532,toy terrier
9990,rottweiler
8913,walker hound
12058,cairn
733,west highland white terrier
21451,newfoundland
17111,wire-haired fox terrier
19949,norfolk terrier
9606,scottish deerhound
17767,irish setter
12173,shih-tzu
5675,redbone
17356,borzoi
5459,groenendael
6726,beagle
10589,pug
1430,basset
11940,cairn
3536,bernese mountain dog
13431,samoyed
1394,basset
1685,mexican hairless
14266,clumber
3836,miniature pinscher
4747,entlebucher
12131,shih-tzu
1741,mexican hairless
3593,bernese mountain dog
3380,vizsla
5929,sealyham terrier
18941,golden retriever
14935,boxer
17875,irish setter
15629,african hunting dog
11570,pekinese
3900,japanese spaniel
4387,italian greyhound
278,bouvier des flandres
690,west highland white terrier
6603,basenji
1246,bluetick
10604,pug
17435,borzoi
16021,greater swiss mountain dog
10350,french bulldog
898,standard poodle
4437,italian greyhound
657,west highland white terrier
17638,irish water spaniel
3897,japanese spaniel
21751,dhole
759,west highland white terrier
23170,schipperke
20913,siberian husky
2600,briard
12798,border terrier
3203,soft-coated wheaten terrier
22289,affenpinscher
2610,briard
14273,clumber
22508,saint bernard
22123,ibizan hound
19988,norfolk terrier
12118,shih-tzu
9878,scotch terrier
14306,clumber
13390,samoyed
344,bouvier des flandres
2919,irish terrier
15105,boxer
17459,borzoi
11689,irish wolfhound
9884,scotch terrier
18515,miniature schnauzer
18953,golden retriever
22877,kuvasz
13201,chesapeake bay retriever
12100,shih-tzu
11304,malamute
14095,silky terrier
1190,bluetick
22231,affenpinscher
6058,sealyham terrier
21920,brittany spaniel
818,standard poodle
6527,basenji
5070,sussex spaniel
8571,keeshond
12096,shih-tzu
13056,chesapeake bay retriever
9942,rottweiler
7172,appenzeller
1624,mexican hairless
20043,rhodesian ridgeback
13834,malinois
19099,curly-coated retriever
16034,greater swiss mountain dog
2512,black-and-tan coonhound
6346,bull mastiff
5213,great dane
13166,chesapeake bay retriever
9065,cardigan
7421,chihuahua
21308,gordon setter
19783,english foxhound
13218,chesapeake bay retriever
21528,newfoundland
2741,boston bull
5059,sussex spaniel
10527,pug
6198,doberman
713,west highland white terrier
2379,black-and-tan coonhound
6226,doberman
12973,eskimo dog
6303,bull mastiff
4821,entlebucher
11266,standard schnauzer
150,english springer
20464,maltese dog
19669,english foxhound
8668,keeshond
23093,schipperke
15851,toy poodle
7706,norwich terrier
10717,komondor
11765,irish wolfhound
20725,kerry blue terrier
3478,vizsla
2469,black-and-tan coonhound
9865,scotch terrier
2514,black-and-tan coonhound
7155,appenzeller
3093,irish terrier
13726,english setter
14960,boxer
3795,miniature pinscher
17052,wire-haired fox terrier
7726,norwich terrier
11226,standard schnauzer
13822,english setter
10775,komondor
22684,otterhound
3541,bernese mountain dog
17332,borzoi
21079,bloodhound
13561,shetland sheepdog
8344,yorkshire terrier
22024,ibizan hound
15085,boxer
3603,bernese mountain dog
11868,irish wolfhound
21457,newfoundland
2267,papillon
20765,kerry blue terrier
3971,japanese spaniel
10900,labrador retriever
4245,lhasa
18766,brabancon griffon
16039,greater swiss mountain dog
5101,great dane
5850,redbone
13048,chesapeake bay retriever
5967,sealyham terrier
15103,boxer
405,flat-coated retriever
7388,leonberg
14570,old english sheepdog
23064,schipperke
9043,cardigan
13228,chesapeake bay retriever
11021,labrador retriever
17492,borzoi
18770,brabancon griffon
10661,pug
15606,african hunting dog
2867,boston bull
15359,collie
5883,sealyham terrier
10693,pug
9824,scotch terrier
13903,malinois
6930,weimaraner
12155,shih-tzu
17735,irish setter
13063,chesapeake bay retriever
2746,boston bull
7605,norwich terrier
13300,samoyed
4844,entlebucher
9499,cocker spaniel
15952,toy poodle
15385,collie
2564,briard
7677,norwich terrier
14905,boxer
349,bouvier des flandres
2936,irish terrier
6489,basenji
13560,shetland sheepdog
4356,italian greyhound
20704,kerry blue terrier
7238,leonberg
21131,bloodhound
18791,brabancon griffon
1518,basset
15069,boxer
17345,borzoi
11803,irish wolfhound
11852,irish wolfhound
8672,keeshond
2864,boston bull
2186,papillon
917,standard poodle
17669,irish water spaniel
4897,sussex spaniel
21516,newfoundland
22675,otterhound
17945,welsh springer spaniel
17882,irish setter
22560,saint bernard
17454,borzoi
6086,doberman
16387,miniature poodle
13157,chesapeake bay retriever
9610,scottish deerhound
10725,komondor
17785,irish setter
3847,miniature pinscher
13418,samoyed
6753,beagle
2177,papillon
18430,german shepherd
7766,norwich terrier
955,standard poodle
2060,tibetan terrier
18912,golden retriever
5453,groenendael
4967,sussex spaniel
5073,great dane
2456,black-and-tan coonhound
14709,lakeland terrier
13557,shetland sheepdog
5205,great dane
14074,silky terrier
18708,brabancon griffon
17506,irish water spaniel
11864,irish wolfhound
20059,rhodesian ridgeback
13682,english setter
16999,wire-haired fox terrier
4978,sussex spaniel
9999,rottweiler
18649,miniature schnauzer
23305,pembroke
12033,cairn
6546,basenji
9862,scotch terrier
15931,toy poodle
18432,german shepherd
4990,sussex spaniel
20759,kerry blue terrier
16721,pomeranian
8155,giant schnauzer
11040,labrador retriever
12713,border terrier
6520,basenji
14558,old english sheepdog
16212,american staffordshire terrier
19826,english foxhound
8409,bedlington terrier
19795,english foxhound
4050,japanese spaniel
19539,tibetan mastiff
10738,komondor
17419,borzoi
10635,pug
2071,tibetan terrier
4182,lhasa
22393,affenpinscher
7459,chihuahua
13348,samoyed
13256,samoyed
11507,pekinese
3821,miniature pinscher
22072,ibizan hound
432,flat-coated retriever
20846,siberian husky
3896,japanese spaniel
5767,redbone
15148,boxer
10570,pug
7247,leonberg
6562,basenji
8345,yorkshire terrier
17998,welsh springer spaniel
21750,dhole
5830,redbone
8840,walker hound
10352,french bulldog
22971,kuvasz
9948,rottweiler
23353,pembroke
13518,shetland sheepdog
23134,schipperke
15627,african hunting dog
5596,toy terrier
2628,briard
5231,great dane
20088,rhodesian ridgeback
15440,great pyrenees
670,west highland white terrier
6735,beagle
11710,irish wolfhound
11336,malamute
9833,scotch terrier
9955,rottweiler
1519,basset
12956,eskimo dog
23438,afghan hound
19659,english foxhound
12379,saluki
16838,airedale
5623,toy terrier
2558,briard
9620,scottish deerhound
14220,clumber
10754,komondor
40,english springer
16348,american staffordshire terrier
12678,border terrier
4110,lhasa
22965,kuvasz
14995,boxer
2440,black-and-tan coonhound
2184,papillon
1407,basset
22330,affenpinscher
13150,chesapeake bay retriever
22388,affenpinscher
11149,standard schnauzer
5425,groenendael
21900,brittany spaniel
4051,japanese spaniel
22942,kuvasz
8326,yorkshire terrier
1396,basset
16706,pomeranian
5994,sealyham terrier
5246,great dane
12693,border terrier
19953,norfolk terrier
21730,dhole
2078,tibetan terrier
745,west highland white terrier
19390,border collie
807,standard poodle
5574,toy terrier
20880,siberian husky
19568,tibetan mastiff
22012,ibizan hound
11251,standard schnauzer
15420,great pyrenees
15198,boxer
18453,german shepherd
16929,airedale
4214,lhasa
10785,komondor
16949,wire-haired fox terrier
12718,border terrier
17048,wire-haired fox terrier
2353,black-and-tan coonhound
15494,great pyrenees
2757,boston bull
20889,siberian husky
4855,entlebucher
20117,rhodesian ridgeback
18250,dandie dinmont
9734,scotch terrier
3256,soft-coated wheaten terrier
1164,bluetick
246,bouvier des flandres
20284,australian terrier
7909,german short-haired pointer
300,bouvier des flandres
13686,english setter
11649,pekinese
21581,newfoundland
21420,newfoundland
5540,toy terrier
19322,border collie
1144,kelpie
9943,rottweiler
4216,lhasa
8106,giant schnauzer
23321,pembroke
15499,great pyrenees
6216,doberman
4123,lhasa
3495,bernese mountain dog
22897,kuvasz
7274,leonberg
5707,redbone
7037,appenzeller
9323,blenheim spaniel
13248,samoyed
7584,chihuahua
22763,otterhound
15161,boxer
6929,weimaraner
9599,scottish deerhound
10480,french bulldog
20208,rhodesian ridgeback
9216,blenheim spaniel
22513,saint bernard
16239,american staffordshire terrier
19090,curly-coated retriever
15442,great pyrenees
18319,german shepherd
7367,leonberg
13368,samoyed
4259,lhasa
14840,boxer
11800,irish wolfhound
6274,bull mastiff
8148,giant schnauzer
21168,bloodhound
3618,bernese mountain dog
1608,mexican hairless
17653,irish water spaniel
11943,cairn
5971,sealyham terrier
11192,standard schnauzer
11639,pekinese
16592,pomeranian
15402,great pyrenees
22052,ibizan hound
10359,french bulldog
12830,border terrier
4819,entlebucher
3801,miniature pinscher
13831,malinois
20774,kerry blue terrier
19697,english foxhound
4136,lhasa
13757,english setter
16169,american staffordshire terrier
21333,gordon setter
14480,old english sheepdog
9736,scotch terrier
17267,chow
22569,saint bernard
13995,malinois
14388,clumber
11463,malamute
14015,malinois
6436,bull mastiff
20026,norfolk terrier
6813,beagle
10509,pug
13231,chesapeake bay retriever
13309,samoyed
13959,malinois
14370,clumber
916,standard poodle
15022,boxer
6795,beagle
22157,ibizan hound
12189,shih-tzu
4270,lhasa
4480,dingo
15267,collie
8067,giant schnauzer
13297,samoyed
6110,doberman
13156,chesapeake bay retriever
9501,cocker spaniel
22800,kuvasz
449,flat-coated retriever
18092,dandie dinmont
421,flat-coated retriever
9625,scottish deerhound
11139,standard schnauzer
4086,lhasa
10313,french bulldog
18843,brabancon griffon
19679,english foxhound
9631,scottish deerhound
15134,boxer
17628,irish water spaniel
4345,italian greyhound
13770,english setter
1242,bluetick
21725,dhole
4353,italian greyhound
14012,malinois
22434,saint bernard
18161,dandie dinmont
11138,standard schnauzer
907,standard poodle
11242,standard schnauzer
7609,norwich terrier
15525,great pyrenees
23078,schipperke
17710,irish setter
387,bouvier des flandres
16669,pomeranian
11965,cairn
18303,german shepherd
21147,bloodhound
1011,kelpie
6386,bull mastiff
12957,eskimo dog
3792,miniature pinscher
20105,rhodesian ridgeback
18102,dandie dinmont
9233,blenheim spaniel
21701,dhole
6641,basenji
21663,dhole
22291,affenpinscher
16388,miniature poodle
23246,pembroke
5030,sussex spaniel
10638,pug
8029,giant schnauzer
13532,shetland sheepdog
18885,golden retriever
16329,american staffordshire terrier
1112,kelpie
10353,french bulldog
19136,curly-coated retriever
22543,saint bernard
11818,irish wolfhound
18257,dandie dinmont
8247,yorkshire terrier
13485,shetland sheepdog
21623,dhole
2389,black-and-tan coonhound
14258,clumber
22059,ibizan hound
14687,lakeland terrier
8267,yorkshire terrier
1427,basset
4520,dingo
6223,doberman
12285,saluki
16608,pomeranian
13366,samoyed
3780,miniature pinscher
19433,border collie
7789,german short-haired pointer
16099,greater swiss mountain dog
19682,english foxhound
1215,bluetick
17775,irish setter
22832,kuvasz
17779,irish setter
13333,samoyed
18263,dandie dinmont
20845,siberian husky
6780,beagle
21985,brittany spaniel
1818,staffordshire bullterrier
12395,saluki
14502,old english sheepdog
12167,shih-tzu
198,bouvier des flandres
12409,saluki
22973,kuvasz
9414,cocker spaniel
19403,border collie
7536,chihuahua
11709,irish wolfhound
10492,french bulldog
1803,staffordshire bullterrier
15314,collie
18134,dandie dinmont
7134,appenzeller
22101,ibizan hound
22860,kuvasz
12523,whippet
15256,collie
16788,airedale
86,english springer
2527,briard
15222,collie
8452,bedlington terrier
4255,lhasa
8294,yorkshire terrier
19143,curly-coated retriever
948,standard poodle
1615,mexican hairless
15504,great pyrenees
2503,black-and-tan coonhound
4831,entlebucher
15252,collie
16975,wire-haired fox terrier
23326,pembroke
8436,bedlington terrier
21479,newfoundland
8186,yorkshire terrier
11781,irish wolfhound
22878,kuvasz
12686,border terrier
13501,shetland sheepdog
12894,eskimo dog
13249,samoyed
3941,japanese spaniel
18166,dandie dinmont
17366,borzoi
20610,maltese dog
23135,schipperke
3301,vizsla
19491,tibetan mastiff
5861,redbone
16546,miniature poodle
16907,airedale
22398,saint bernard
15143,boxer
1525,basset
4948,sussex spaniel
7308,leonberg
10525,pug
12361,saluki
13209,chesapeake bay retriever
13194,chesapeake bay retriever
9246,blenheim spaniel
11099,standard schnauzer
18052,welsh springer spaniel
9256,blenheim spaniel
19751,english foxhound
23398,afghan hound
19223,curly-coated retriever
12933,eskimo dog
6230,doberman
2571,briard
12047,cairn
20093,rhodesian ridgeback
12753,border terrier
19862,norfolk terrier
22305,affenpinscher
17365,borzoi
10213,norwegian elkhound
13615,shetland sheepdog
3371,vizsla
4155,lhasa
4723,entlebucher
2859,boston bull
12919,eskimo dog
11945,cairn
10108,rottweiler
23053,schipperke
1099,kelpie
6718,beagle
8052,giant schnauzer
1278,bluetick
3928,japanese spaniel
19673,english foxhound
8563,bedlington terrier
4661,dingo
6629,basenji
13788,english setter
12868,eskimo dog
19034,golden retriever
21532,newfoundland
15407,great pyrenees
14777,lakeland terrier
13376,samoyed
12038,cairn
22145,ibizan hound
18220,dandie dinmont
6811,beagle
15614,african hunting dog
11502,pekinese
8695,keeshond
22140,ibizan hound
2543,briard
541,flat-coated retriever
18031,welsh springer spaniel
6300,bull mastiff
19558,tibetan mastiff
1141,kelpie
14511,old english sheepdog
6777,beagle
691,west highland white terrier
8475,bedlington terrier
21756,dhole
22258,affenpinscher
22848,kuvasz
394,flat-coated retriever
17993,welsh springer spaniel
10798,komondor
7543,chihuahua
3040,irish terrier
16275,american staffordshire terrier
21247,gordon setter
23485,afghan hound
5763,redbone
19885,norfolk terrier
22966,kuvasz
4545,dingo
7889,german short-haired pointer
15672,african hunting dog
7722,norwich terrier
6206,doberman
9521,cocker spaniel
9389,cocker spaniel
10360,french bulldog
8094,giant schnauzer
17588,irish water spaniel
15861,toy poodle
17186,chow
9311,blenheim spaniel
6427,bull mastiff
11351,malamute
7407,chihuahua
20489,maltese dog
20744,kerry blue terrier
16226,american staffordshire terrier
8048,giant schnauzer
12351,saluki
7980,german short-haired pointer
2683,briard
7196,appenzeller
18466,german shepherd
418,flat-coated retriever
22907,kuvasz
13528,shetland sheepdog
18540,miniature schnauzer
8853,walker hound
4730,entlebucher
16323,american staffordshire terrier
3939,japanese spaniel
654,west highland white terrier
16360,miniature poodle
15549,great pyrenees
10143,norwegian elkhound
22766,otterhound
7229,leonberg
20574,maltese dog
18494,miniature schnauzer
15096,boxer
3721,miniature pinscher
3673,bernese mountain dog
9273,blenheim spaniel
4173,lhasa
10466,french bulldog
10560,pug
348,bouvier des flandres
2001,tibetan terrier
16259,american staffordshire terrier
12669,border terrier
21274,gordon setter
19842,norfolk terrier
18069,welsh springer spaniel
10120,norwegian elkhound
889,standard poodle
7649,norwich terrier
7528,chihuahua
13905,malinois
739,west highland white terrier
7392,leonberg
12244,shih-tzu
3104,soft-coated wheaten terrier
10876,komondor
810,standard poodle
5423,groenendael
22443,saint bernard
19052,golden retriever
23037,schipperke
20978,siberian husky
23172,schipperke
8953,cardigan
7192,appenzeller
16802,airedale
5546,toy terrier
8663,keeshond
11369,malamute
17369,borzoi
21364,gordon setter
248,bouvier des flandres
13690,english setter
21140,bloodhound
8851,walker hound
20506,maltese dog
11893,cairn
23393,afghan hound
13780,english setter
16041,greater swiss mountain dog
8417,bedlington terrier
3888,japanese spaniel
17102,wire-haired fox terrier
3274,soft-coated wheaten terrier
11838,irish wolfhound
21105,bloodhound
2206,papillon
8680,keeshond
14045,silky terrier
10357,french bulldog
12435,saluki
20985,siberian husky
10017,rottweiler
8290,yorkshire terrier
9073,cardigan
11265,standard schnauzer
7826,german short-haired pointer
5318,groenendael
17477,borzoi
11732,irish wolfhound
3717,miniature pinscher
4898,sussex spaniel
8458,bedlington terrier
5512,toy terrier
10240,norwegian elkhound
10111,rottweiler
12257,shih-tzu
8450,bedlington terrier
6439,bull mastiff
9347,cocker spaniel
18836,brabancon griffon
8887,walker hound
17291,chow
15873,toy poodle
21381,gordon setter
21236,gordon setter
14413,old english sheepdog
3924,japanese spaniel
2822,boston bull
610,west highland white terrier
19077,curly-coated retriever
20278,australian terrier
14057,silky terrier
9181,blenheim spaniel
20951,siberian husky
16464,miniature poodle
3915,japanese spaniel
3271,soft-coated wheaten terrier
4168,lhasa
20531,maltese dog
18830,brabancon griffon
21860,brittany spaniel
8881,walker hound
10372,french bulldog
20037,norfolk terrier
22155,ibizan hound
1829,staffordshire bullterrier
19514,tibetan mastiff
20405,australian terrier
14564,old english sheepdog
21323,gordon setter
21024,bloodhound
18169,dandie dinmont
10771,komondor
11545,pekinese
11904,cairn
22491,saint bernard
407,flat-coated retriever
14243,clumber
5782,redbone
10578,pug
7547,chihuahua
6599,basenji
18099,dandie dinmont
13070,chesapeake bay retriever
6791,beagle
15044,boxer
18177,dandie dinmont
7118,appenzeller
1720,mexican hairless
19683,english foxhound
21706,dhole
8528,bedlington terrier
435,flat-coated retriever
18939,golden retriever
20412,australian terrier
2522,briard
3806,miniature pinscher
9436,cocker spaniel
7107,appenzeller
9235,blenheim spaniel
12266,shih-tzu
17836,irish setter
15701,african hunting dog
21067,bloodhound
6610,basenji
9760,scotch terrier
21881,brittany spaniel
8997,cardigan
16448,miniature poodle
9485,cocker spaniel
4863,entlebucher
12322,saluki
23132,schipperke
1412,basset
15968,toy poodle
20484,maltese dog
4239,lhasa
3132,soft-coated wheaten terrier
7456,chihuahua
14683,lakeland terrier
22850,kuvasz
4019,japanese spaniel
13558,shetland sheepdog
19255,border collie
15521,great pyrenees
4899,sussex spaniel
10842,komondor
9088,cardigan
4648,dingo
15659,african hunting dog
9665,scottish deerhound
7624,norwich terrier
16922,airedale
21413,newfoundland
9525,cocker spaniel
21669,dhole
374,bouvier des flandres
12838,border terrier
10910,labrador retriever
1456,basset
19592,tibetan mastiff
5534,toy terrier
20673,kerry blue terrier
6246,doberman
2935,irish terrier
18849,brabancon griffon
13358,samoyed
7549,chihuahua
6774,beagle
20156,rhodesian ridgeback
22919,kuvasz
9476,cocker spaniel
4192,lhasa
6490,basenji
12832,border terrier
19505,tibetan mastiff
9012,cardigan
7996,giant schnauzer
7527,chihuahua
12455,saluki
7004,weimaraner
8565,bedlington terrier
3024,irish terrier
8273,yorkshire terrier
17729,irish setter
23226,pembroke
3728,miniature pinscher
7847,german short-haired pointer
17014,wire-haired fox terrier
14267,clumber
1035,kelpie
14578,old english sheepdog
1263,bluetick
16862,airedale
22600,otterhound
16447,miniature poodle
11268,standard schnauzer
21378,gordon setter
7401,chihuahua
5749,redbone
16695,pomeranian
18413,german shepherd
18343,german shepherd
3555,bernese mountain dog
23090,schipperke
22136,ibizan hound
588,west highland white terrier
19381,border collie
15843,toy poodle
19896,norfolk terrier
5391,groenendael
21959,brittany spaniel
3817,miniature pinscher
16645,pomeranian
22749,otterhound
16000,greater swiss mountain dog
11659,pekinese
8587,keeshond
13165,chesapeake bay retriever
5606,toy terrier
19239,curly-coated retriever
17420,borzoi
16869,airedale
6658,beagle
5330,groenendael
843,standard poodle
2474,black-and-tan coonhound
22420,saint bernard
5997,sealyham terrier
13814,english setter
23461,afghan hound
2499,black-and-tan coonhound
17625,irish water spaniel
5377,groenendael
8726,keeshond
20471,maltese dog
7865,german short-haired pointer
17370,borzoi
19496,tibetan mastiff
20376,australian terrier
18159,dandie dinmont
19784,english foxhound
21765,dhole
2388,black-and-tan coonhound
13710,english setter
11111,standard schnauzer
20211,rhodesian ridgeback
3502,bernese mountain dog
126,english springer
8636,keeshond
11777,irish wolfhound
17871,irish setter
18392,german shepherd
13155,chesapeake bay retriever
9064,cardigan
9237,blenheim spaniel
21966,brittany spaniel
6601,basenji
17407,borzoi
6471,basenji
11865,irish wolfhound
8982,cardigan
7029,appenzeller
18006,welsh springer spaniel
20815,kerry blue terrier
18554,miniature schnauzer
13269,samoyed
14617,lakeland terrier
7061,appenzeller
5038,sussex spaniel
17690,irish water spaniel
6120,doberman
20722,kerry blue terrier
15619,african hunting dog
457,flat-coated retriever
5167,great dane
9821,scotch terrier
12855,eskimo dog
20203,rhodesian ridgeback
21713,dhole
321,bouvier des flandres
8244,yorkshire terrier
12729,border terrier
17610,irish water spaniel
14283,clumber
1647,mexican hairless
12128,shih-tzu
12955,eskimo dog
21243,gordon setter
22192,ibizan hound
21833,brittany spaniel
6819,beagle
12920,eskimo dog
4071,japanese spaniel
4684,entlebucher
13290,samoyed
14520,old english sheepdog
21519,newfoundland
2905,irish terrier
5937,sealyham terrier
5275,groenendael
22401,saint bernard
19743,english foxhound
15229,collie
16371,miniature poodle
2895,boston bull
3590,bernese mountain dog
15607,african hunting dog
18694,brabancon griffon
8367,yorkshire terrier
12859,eskimo dog
22022,ibizan hound
11033,labrador retriever
2830,boston bull
2972,irish terrier
18312,german shepherd
4514,dingo
10253,norwegian elkhound
13479,shetland sheepdog
9263,blenheim spaniel
6655,beagle
20351,australian terrier
5037,sussex spaniel
4430,italian greyhound
18968,golden retriever
3706,miniature pinscher
15585,great pyrenees
1530,basset
23275,pembroke
10592,pug
8168,giant schnauzer
9929,rottweiler
12318,saluki
13609,shetland sheepdog
13283,samoyed
9568,scottish deerhound
14860,boxer
490,flat-coated retriever
4338,italian greyhound
1513,basset
17246,chow
17098,wire-haired fox terrier
19769,english foxhound
23261,pembroke
1283,bluetick
22277,affenpinscher
20583,maltese dog
3324,vizsla
19518,tibetan mastiff
17472,borzoi
6397,bull mastiff
8839,walker hound
19208,curly-coated retriever
6046,sealyham terrier
23418,afghan hound
23525,afghan hound
21992,brittany spaniel
9095,cardigan
7974,german short-haired pointer
18618,miniature schnauzer
2115,tibetan terrier
3179,soft-coated wheaten terrier
9804,scotch terrier
1023,kelpie
7550,chihuahua
16477,miniature poodle
7204,appenzeller
959,kelpie
21137,bloodhound
14034,silky terrier
14485,old english sheepdog
1467,basset
12929,eskimo dog
21043,bloodhound
23055,schipperke
8449,bedlington terrier
12495,whippet
8384,bedlington terrier
8693,keeshond
21399,gordon setter
16290,american staffordshire terrier
17699,irish setter
1613,mexican hairless
4034,japanese spaniel
16015,greater swiss mountain dog
7963,german short-haired pointer
4230,lhasa
16294,american staffordshire terrier
5242,great dane
22266,affenpinscher
6289,bull mastiff
4638,dingo
8377,bedlington terrier
14900,boxer
18362,german shepherd
4268,lhasa
7545,chihuahua
2946,irish terrier
10242,norwegian elkhound
1301,bluetick
15996,greater swiss mountain dog
6092,doberman
8164,giant schnauzer
15024,boxer
22738,otterhound
23306,pembroke
13728,english setter
23051,schipperke
15268,collie
9333,cocker spaniel
7850,german short-haired pointer
16474,miniature poodle
15832,toy poodle
23019,schipperke
8034,giant schnauzer
8060,giant schnauzer
15098,boxer
6618,basenji
2134,papillon
8985,cardigan
16650,pomeranian
5204,great dane
23035,schipperke
21068,bloodhound
2349,black-and-tan coonhound
19750,english foxhound
17003,wire-haired fox terrier
18584,miniature schnauzer
21887,brittany spaniel
2103,tibetan terrier
4562,dingo
13924,malinois
19280,border collie
22083,ibizan hound
14728,lakeland terrier
11534,pekinese
8599,keeshond
12479,whippet
15960,toy poodle
2094,tibetan terrier
1046,kelpie
2940,irish terrier
12675,border terrier
4517,dingo
311,bouvier des flandres
9302,blenheim spaniel
4321,italian greyhound
15892,toy poodle
23372,pembroke
923,standard poodle
18627,miniature schnauzer
15224,collie
6152,doberman
19637,tibetan mastiff
15003,boxer
14075,silky terrier
19507,tibetan mastiff
6999,weimaraner
11836,irish wolfhound
3727,miniature pinscher
2733,boston bull
18116,dandie dinmont
5292,groenendael
19222,curly-coated retriever
14355,clumber
17455,borzoi
12560,whippet
7565,chihuahua
5283,groenendael
18431,german shepherd
8232,yorkshire terrier
17744,irish setter
12378,saluki
3877,japanese spaniel
18877,golden retriever
20331,australian terrier
15711,african hunting dog
9231,blenheim spaniel
22079,ibizan hound
17483,borzoi
21019,bloodhound
6670,beagle
5294,groenendael
1686,mexican hairless
17839,irish setter
14694,lakeland terrier
14670,lakeland terrier
5142,great dane
5083,great dane
15403,great pyrenees
22053,ibizan hound
22485,saint bernard
23415,afghan hound
13833,malinois
7831,german short-haired pointer
6881,weimaraner
9647,scottish deerhound
20269,australian terrier
17240,chow
11749,irish wolfhound
22662,otterhound
14767,lakeland terrier
11870,irish wolfhound
15994,greater swiss mountain dog
6860,weimaraner
12589,whippet
19144,curly-coated retriever
219,bouvier des flandres
21136,bloodhound
1821,staffordshire bullterrier
18035,welsh springer spaniel
12377,saluki
20273,australian terrier
21795,dhole
6989,weimaraner
17509,irish water spaniel
17679,irish water spaniel
17778,irish setter
14207,silky terrier
16229,american staffordshire terrier
17973,welsh springer spaniel
2688,briard
13294,samoyed
15787,toy poodle
12730,border terrier
534,flat-coated retriever
2068,tibetan terrier
22679,otterhound
7203,appenzeller
19053,golden retriever
20082,rhodesian ridgeback
13040,eskimo dog
10130,norwegian elkhound
18680,brabancon griffon
6028,sealyham terrier
17969,welsh springer spaniel
15822,toy poodle
8945,cardigan
10985,labrador retriever
10267,norwegian elkhound
22921,kuvasz
9812,scotch terrier
23346,pembroke
9808,scotch terrier
18676,brabancon griffon
4350,italian greyhound
15439,great pyrenees
9559,scottish deerhound
13502,shetland sheepdog
14472,old english sheepdog
19831,english foxhound
13714,english setter
18914,golden retriever
15011,boxer
17853,irish setter
3703,miniature pinscher
3961,japanese spaniel
22737,otterhound
21003,siberian husky
11598,pekinese
14013,malinois
2779,boston bull
16587,pomeranian
18336,german shepherd
7757,norwich terrier
4364,italian greyhound
5922,sealyham terrier
1763,staffordshire bullterrier
18793,brabancon griffon
22412,saint bernard
3632,bernese mountain dog
1749,staffordshire bullterrier
16403,miniature poodle
14635,lakeland terrier
8376,bedlington terrier
10074,rottweiler
